key,id,baseline,domain,subdomain,area,text
"ORB:4.1.1.3","4.1.1.3","ORB","Risk and Threat Management","Risk Assessment Methodology","Risk Assessment Methodology","Regulated Entities shall ensure that Risk assessment methodology is based on international best practices, frameworks, and standards such as ISO 31000."
"ORB:4.1.1.4","4.1.1.4","ORB","Risk and Threat Management","Risk Assessment Methodology","Risk Assessment Methodology","Operational Resilience Function shall conduct risk assessment for all sites that is used to support the operations of the Regulated Entities, including leased and outsourced sites."
"ORB:4.2.1.1","4.2.1.1","ORB","Risk and Threat Management","Risk Assessment Process","Risk Identification and Analysis","Regulated Entities shall ensure that the risk identification exercise considers both internal and external threats that could disrupt the regulated entity’s operations."
"ORB:4.2.1.2","4.2.1.2","ORB","Risk and Threat Management","Risk Assessment Process","Risk Identification and Analysis","Regulated Entities shall consider the following during risk identification: a) Regulatory and legal requirements as applicable; b) Environmental threats; c) Technological threats; d) Geopolitical threats; e) Societal threats; f) Third party threats; and g) Economic threats."
"ORB:4.2.1.3","4.2.1.3","ORB","Risk and Threat Management","Risk Assessment Process","Risk Identification and Analysis","The identified business disruption risks, including threats, vulnerabilities, and controls, shall be documented in a centralized risk register."
"ORB:4.2.1.4","4.2.1.4","ORB","Risk and Threat Management","Risk Assessment Process","Risk Identification and Analysis","Risks shall be evaluated based on severity, impact to business and operations, likelihood of their occurrence and controls implemented."
"ORB:4.3.1.1","4.3.1.1","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Treatment and Monitoring","Regulated Entities shall ensure that risks documented in the risk register translate into risk treatment plans that correspond to and address the risks identified in the risk register."
"ORB:4.3.1.2","4.3.1.2","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Treatment and Monitoring","The risk treatment plans shall be reported to, discussed with, and agreed upon with the respective risk owners within the Regulated Entity to provide risk treatment response."
"ORB:4.3.1.3","4.3.1.3","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Treatment and Monitoring","Risk treatment response shall be categorized (e.g., risk acceptance, risk avoidance, risk mitigation, and risk transfer.) tracked, and managed."
"ORB:4.3.1.4","4.3.1.4","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Treatment and Monitoring","Regulated Entities shall document and approve the justification for risk acceptance, avoidance, or transfer in accordance with their risk management methodology."
"ORB:4.3.1.5","4.3.1.5","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Treatment and Monitoring","Regulated Entities shall implement a risk monitoring process to track treatment plan compliance."
"ORB:4.3.2.1","4.3.2.1","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Reporting","Operational Resilience Function shall consolidate the risk assessment results and report it to the Executive/Senior Management for approval."
"ORB:4.3.2.2","4.3.2.2","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Reporting","Operational Resilience Function shall update the Operational Resilience Steering Committee on a quarterly basis regarding the status of identified risks, treatment plans, and any changes in the risk profile."
"ORB:4.3.2.3","4.3.2.3","ORB","Risk and Threat Management","Risk Treatment and Reporting","Risk Reporting","Risk assessment shall be conducted annually or upon significant changes to current business processes, technology assets, operating environment, or new regulatory requirements."
"ORB:5.1.1.1","5.1.1.1","ORB","Business Continuity Management","Business Impact Analysis (BIA)","BIA Methodology","Operational Resilience Function shall define, implement, and maintain a BIA methodology on annual basis or upon significant changes to current business processes, technology assets, operating environment, or new regulatory requirements."
"ORB:5.1.1.2","5.1.1.2","ORB","Business Continuity Management","Business Impact Analysis (BIA)","BIA Methodology","Regulated Entities shall ensure that BIA methodology is based on international best practices, frameworks, and standards such as ISO 22301 and BCI Good Practice Guidelines."
"ORB:5.1.2.1","5.1.2.1","ORB","Business Continuity Management","Business Impact Analysis (BIA)","Business Processes identification","Regulated Entities shall establish and maintain a list of services along with criticality level."
"ORB:5.1.2.2","5.1.2.2","ORB","Business Continuity Management","Business Impact Analysis (BIA)","Business Processes identification","Each service shall have a business service owner, who shall be responsible for the outcome and delivery of that service. This individual should have end-to-end accountability for ensuring the resilience and continuity of the service, regardless of functional or geographic boundaries within the regulated entity."
